bag_id,instance_idx,gt_label,attn_weight
file_06_bag_026,59,0,0.3002
file_06_bag_027,0,0,0.0004
file_06_bag_027,1,0,0.0008
file_06_bag_027,2,1,0.0
file_06_bag_027,3,0,0.0001
file_06_bag_027,4,0,0.0187
file_06_bag_027,5,0,0.026
file_06_bag_027,6,0,0.2076
file_06_bag_027,7,0,0.2587
file_06_bag_027,8,0,0.076
file_06_bag_027,9,0,0.0288
file_06_bag_027,10,0,0.0097
file_06_bag_027,11,0,0.008
file_06_bag_027,12,0,0.005
file_06_bag_027,13,0,0.0054
file_06_bag_027,14,0,0.0074
file_06_bag_027,15,0,0.008
file_06_bag_027,16,0,0.0083
file_06_bag_027,17,0,0.0077
file_06_bag_027,18,0,0.0108
file_06_bag_027,19,0,0.006
file_06_bag_027,20,0,0.0053
file_06_bag_027,21,0,0.0034
file_06_bag_027,22,0,0.0039
file_06_bag_027,23,0,0.0041
file_06_bag_027,24,0,0.0049
file_06_bag_027,25,0,0.0039
file_06_bag_027,26,0,0.0042
file_06_bag_027,27,0,0.0173
file_06_bag_027,28,0,0.0154
file_06_bag_027,29,0,0.0155
file_06_bag_027,30,0,0.01
file_06_bag_027,31,0,0.0245
file_06_bag_027,32,0,0.0744
file_06_bag_027,33,0,0.0065
file_06_bag_027,34,0,0.0057
file_06_bag_027,35,0,0.0104
file_06_bag_027,36,0,0.0073
file_06_bag_027,37,0,0.0071
file_06_bag_027,38,0,0.0055
file_06_bag_027,39,0,0.0038
file_06_bag_027,40,0,0.003
file_06_bag_027,41,0,0.0044
file_06_bag_027,42,0,0.0041
file_06_bag_027,43,0,0.0037
file_06_bag_027,44,0,0.0045
file_06_bag_027,45,0,0.003
file_06_bag_027,46,0,0.0033
file_06_bag_027,47,0,0.0028
file_06_bag_027,48,0,0.0035
file_06_bag_027,49,0,0.0032
file_06_bag_027,50,0,0.0045
file_06_bag_027,51,0,0.003
file_06_bag_027,52,0,0.0024
file_06_bag_027,53,0,0.003
file_06_bag_027,54,0,0.0036
file_06_bag_027,55,0,0.0043
file_06_bag_027,56,0,0.0041
file_06_bag_027,57,0,0.0041
file_06_bag_027,58,0,0.0045
file_06_bag_027,59,0,0.0041
file_06_bag_028,0,0,0.0157
file_06_bag_028,1,0,0.0183
file_06_bag_028,2,0,0.027
file_06_bag_028,3,0,0.0238
file_06_bag_028,4,0,0.2091
file_06_bag_028,5,0,0.0218
file_06_bag_028,6,0,0.0233
file_06_bag_028,7,0,0.0327
file_06_bag_028,8,0,0.2178
file_06_bag_028,9,0,0.0173
file_06_bag_028,10,0,0.02
file_06_bag_028,11,0,0.0218
file_06_bag_028,12,0,0.0249
file_06_bag_028,13,0,0.0008
file_06_bag_028,14,0,0.0281
file_06_bag_028,15,0,0.0224
file_06_bag_028,16,0,0.0017
file_06_bag_028,17,0,0.0014
file_06_bag_028,18,0,0.0012
file_06_bag_028,19,0,0.0017
file_06_bag_028,20,0,0.0017
file_06_bag_028,21,0,0.004
file_06_bag_028,22,0,0.0135
file_06_bag_028,23,0,0.0018
file_06_bag_028,24,0,0.0293
file_06_bag_028,25,0,0.0017
file_06_bag_028,26,0,0.0137
file_06_bag_028,27,1,0.0003
file_06_bag_028,28,0,0.0037
file_06_bag_028,29,0,0.002
file_06_bag_028,30,0,0.0077
file_06_bag_028,31,0,0.055
file_06_bag_028,32,0,0.0002
file_06_bag_028,33,0,0.0011
file_06_bag_028,34,0,0.006
file_06_bag_028,35,0,0.0032
file_06_bag_028,36,0,0.0034
file_06_bag_028,37,0,0.0473
file_06_bag_028,38,0,0.0039
file_06_bag_028,39,0,0.0018
file_06_bag_028,40,0,0.0089
file_06_bag_028,41,0,0.002
file_06_bag_028,42,0,0.006
file_06_bag_028,43,0,0.0073
file_06_bag_028,44,0,0.0023
file_06_bag_028,45,0,0.0011
file_06_bag_028,46,0,0.0005
file_06_bag_028,47,0,0.0011
file_06_bag_028,48,0,0.0006
file_06_bag_028,49,0,0.0003
file_06_bag_028,50,0,0.0017
file_06_bag_028,51,0,0.0082
file_06_bag_028,52,0,0.0008
file_06_bag_028,53,0,0.0004
file_06_bag_028,54,0,0.0225
file_06_bag_028,55,0,0.0013
file_06_bag_028,56,0,0.0009
file_06_bag_028,57,0,0.0006
file_06_bag_028,58,0,0.0002
file_06_bag_028,59,0,0.001
file_06_bag_029,0,0,0.0027
file_06_bag_029,1,0,0.0117
file_06_bag_029,2,0,0.0315
file_06_bag_029,3,0,0.0059
file_06_bag_029,4,0,0.0194
file_06_bag_029,5,0,0.0032
file_06_bag_029,6,0,0.0022
file_06_bag_029,7,0,0.0025
file_06_bag_029,8,0,0.0009
file_06_bag_029,9,0,0.0121
file_06_bag_029,10,0,0.0083
file_06_bag_029,11,0,0.0028
file_06_bag_029,12,0,0.0045
file_06_bag_029,13,0,0.0127
file_06_bag_029,14,0,0.0121
file_06_bag_029,15,0,0.0128
file_06_bag_029,16,0,0.0036
file_06_bag_029,17,0,0.0049
file_06_bag_029,18,0,0.0259
file_06_bag_029,19,0,0.0089
file_06_bag_029,20,0,0.0078
file_06_bag_029,21,0,0.0063
file_06_bag_029,22,0,0.008
file_06_bag_029,23,0,0.0037
file_06_bag_029,24,0,0.0694
file_06_bag_029,25,0,0.0405
file_06_bag_029,26,0,0.0029
file_06_bag_029,27,0,0.1073
file_06_bag_029,28,0,0.002
file_06_bag_029,29,1,0.002
file_06_bag_029,30,1,0.0019
file_06_bag_029,31,1,0.0006
file_06_bag_029,32,1,0.0013
file_06_bag_029,33,1,0.0026
file_06_bag_029,34,0,0.0204
file_06_bag_029,35,0,0.0082
file_06_bag_029,36,0,0.006
file_06_bag_029,37,0,0.0498
file_06_bag_029,38,0,0.0085
file_06_bag_029,39,0,0.0283
file_06_bag_029,40,0,0.003
file_06_bag_029,41,0,0.003
file_06_bag_029,42,0,0.0107
file_06_bag_029,43,0,0.0099
file_06_bag_029,44,0,0.0099
file_06_bag_029,45,0,0.0205
file_06_bag_029,46,0,0.0095
file_06_bag_029,47,0,0.0016
file_06_bag_029,48,0,0.0022
file_06_bag_029,49,0,0.003
file_06_bag_029,50,0,0.0382
file_06_bag_029,51,0,0.0028
file_06_bag_029,52,0,0.049
file_06_bag_029,53,0,0.0177
file_06_bag_029,54,0,0.0023
file_06_bag_029,55,0,0.006
file_06_bag_029,56,0,0.0103
file_06_bag_029,57,0,0.0118
file_06_bag_029,58,0,0.21
file_06_bag_029,59,0,0.0125
file_21_bag_005,0,0,0.0016
file_21_bag_005,1,0,0.0065
file_21_bag_005,2,0,0.0012
file_21_bag_005,3,0,0.0098
file_21_bag_005,4,0,0.0034
file_21_bag_005,5,0,0.0011
file_21_bag_005,6,0,0.0005
file_21_bag_005,7,0,0.0296
file_21_bag_005,8,0,0.0023
file_21_bag_005,9,0,0.0011
file_21_bag_005,10,0,0.0007
file_21_bag_005,11,0,0.0001
file_21_bag_005,12,0,0.0002
file_21_bag_005,13,0,0.0142
file_21_bag_005,14,0,0.3814
file_21_bag_005,15,0,0.001
file_21_bag_005,16,0,0.0001
file_21_bag_005,17,0,0.0003
file_21_bag_005,18,0,0.0002
file_21_bag_005,19,0,0.001
file_21_bag_005,20,0,0.0001
file_21_bag_005,21,0,0.0004
file_21_bag_005,22,0,0.0431
file_21_bag_005,23,0,0.0015
file_21_bag_005,24,0,0.001
file_21_bag_005,25,0,0.001
file_21_bag_005,26,0,0.0091
file_21_bag_005,27,0,0.0432
file_21_bag_005,28,0,0.0084
file_21_bag_005,29,0,0.0014
file_21_bag_005,30,0,0.0055
file_21_bag_005,31,0,0.0016
file_21_bag_005,32,0,0.0007
file_21_bag_005,33,0,0.0012
file_21_bag_005,34,1,0.0007
file_21_bag_005,35,1,0.0004
file_21_bag_005,36,1,0.0001
file_21_bag_005,37,1,0.0002
file_21_bag_005,38,0,0.0011
file_21_bag_005,39,0,0.0015
file_21_bag_005,40,0,0.0037
file_21_bag_005,41,0,0.0009
file_21_bag_005,42,0,0.1027
file_21_bag_005,43,0,0.0138
file_21_bag_005,44,0,0.0033
file_21_bag_005,45,0,0.0262
file_21_bag_005,46,0,0.0022
file_21_bag_005,47,0,0.0005
file_21_bag_005,48,0,0.007
file_21_bag_005,49,0,0.0018
file_21_bag_005,50,0,0.0008
file_21_bag_005,51,0,0.0098
file_21_bag_005,52,0,0.003
file_21_bag_005,53,0,0.001
file_21_bag_005,54,0,0.0018
file_21_bag_005,55,0,0.0008
file_21_bag_005,56,0,0.0027
file_21_bag_005,57,0,0.0007
file_21_bag_005,58,0,0.0042
file_21_bag_005,59,0,0.2344
file_21_bag_006,0,0,0.0266
file_21_bag_006,1,0,0.0044
file_21_bag_006,2,0,0.0122
file_21_bag_006,3,0,0.0101
file_21_bag_006,4,0,0.0814
file_21_bag_006,5,0,0.0072
file_21_bag_006,6,1,0.0021
file_21_bag_006,7,1,0.0006
file_21_bag_006,8,1,0.001
file_21_bag_006,9,0,0.0109
file_21_bag_006,10,0,0.0109
file_21_bag_006,11,0,0.0068
file_21_bag_006,12,0,0.0324
file_21_bag_006,13,0,0.022
file_21_bag_006,14,0,0.0329
file_21_bag_006,15,0,0.0062
file_21_bag_006,16,0,0.0179
file_21_bag_006,17,0,0.0717
file_21_bag_006,18,0,0.0084
file_21_bag_006,19,0,0.003
file_21_bag_006,20,0,0.0133
file_21_bag_006,21,0,0.0511
file_21_bag_006,22,0,0.01
file_21_bag_006,23,0,0.0198
file_21_bag_006,24,0,0.0519
file_21_bag_006,25,0,0.0354
file_21_bag_006,26,0,0.031
file_21_bag_006,27,0,0.0159
file_21_bag_006,28,0,0.0217
file_21_bag_006,29,0,0.0014
file_21_bag_006,30,0,0.0109
file_21_bag_006,31,0,0.0056
file_21_bag_006,32,0,0.0122
file_21_bag_006,33,0,0.0185
file_21_bag_006,34,0,0.0063
file_21_bag_006,35,0,0.002
file_21_bag_006,36,0,0.0039
file_21_bag_006,37,0,0.0011
file_21_bag_006,38,0,0.0007
file_21_bag_006,39,0,0.0049
file_21_bag_006,40,0,0.0025
file_21_bag_006,41,0,0.016
file_21_bag_006,42,0,0.0046
file_21_bag_006,43,0,0.0733
file_21_bag_006,44,0,0.1002
file_21_bag_006,45,0,0.0026
file_21_bag_006,46,0,0.0035
file_21_bag_006,47,0,0.0025
file_21_bag_006,48,0,0.014
file_21_bag_006,49,0,0.0028
file_21_bag_006,50,0,0.0073
file_21_bag_006,51,0,0.0472
file_21_bag_006,52,0,0.0039
file_21_bag_006,53,0,0.0032
file_21_bag_006,54,0,0.0025
file_21_bag_006,55,0,0.0079
file_21_bag_006,56,0,0.0041
file_21_bag_006,57,0,0.0026
file_21_bag_006,58,0,0.0053
file_21_bag_006,59,0,0.0079
file_21_bag_010,0,0,0.0001
file_21_bag_010,1,0,0.0
file_21_bag_010,2,0,0.0
file_21_bag_010,3,0,0.0
file_21_bag_010,4,0,0.0013
file_21_bag_010,5,0,0.0275
file_21_bag_010,6,0,0.0
file_21_bag_010,7,0,0.001
file_21_bag_010,8,0,0.0937
file_21_bag_010,9,0,0.0268
file_21_bag_010,10,0,0.0761
file_21_bag_010,11,0,0.0845
file_21_bag_010,12,0,0.0863
file_21_bag_010,13,0,0.0373
file_21_bag_010,14,0,0.026
file_21_bag_010,15,0,0.239
file_21_bag_010,16,0,0.0044
file_21_bag_010,17,0,0.0306
file_21_bag_010,18,0,0.0047
file_21_bag_010,19,0,0.0693
file_21_bag_010,20,0,0.0027
file_21_bag_010,21,0,0.0
file_21_bag_010,22,0,0.0905
file_21_bag_010,23,0,0.094
file_21_bag_010,24,0,0.0001
file_21_bag_010,25,0,0.0
file_21_bag_010,26,0,0.0002
file_21_bag_010,27,0,0.0001
file_21_bag_010,28,0,0.0008
file_21_bag_010,29,0,0.0
file_21_bag_010,30,0,0.0
file_21_bag_010,31,0,0.0
file_21_bag_010,32,0,0.0027
file_21_bag_010,33,0,0.0
file_21_bag_010,34,0,0.0
file_21_bag_010,35,0,0.0
file_21_bag_010,36,0,0.0
file_21_bag_010,37,0,0.0001
file_21_bag_010,38,0,0.0
file_21_bag_010,39,0,0.0
file_21_bag_010,40,0,0.0
file_21_bag_010,41,0,0.0
file_21_bag_010,42,0,0.0
file_21_bag_010,43,0,0.0
file_21_bag_010,44,0,0.0
file_21_bag_010,45,0,0.0
file_21_bag_010,46,0,0.0
file_21_bag_010,47,0,0.0
file_21_bag_010,48,0,0.0
file_21_bag_010,49,1,0.0
file_21_bag_010,50,1,0.0
file_21_bag_010,51,0,0.0
file_21_bag_010,52,0,0.0
file_21_bag_010,53,0,0.0
file_21_bag_010,54,0,0.0
file_21_bag_010,55,0,0.0
file_21_bag_010,56,0,0.0
file_21_bag_010,57,0,0.0
file_21_bag_010,58,0,0.0
file_21_bag_010,59,0,0.0
file_21_bag_011,0,0,0.0525
file_21_bag_011,1,0,0.186
file_21_bag_011,2,0,0.0109
file_21_bag_011,3,0,0.0014
file_21_bag_011,4,0,0.0065
file_21_bag_011,5,0,0.027
file_21_bag_011,6,0,0.0179
file_21_bag_011,7,0,0.0154
file_21_bag_011,8,0,0.0198
file_21_bag_011,9,0,0.0298
file_21_bag_011,10,0,0.0505
file_21_bag_011,11,0,0.0023
file_21_bag_011,12,0,0.0061
file_21_bag_011,13,0,0.0047
file_21_bag_011,14,0,0.0944
file_21_bag_011,15,0,0.01
file_21_bag_011,16,0,0.0017
file_21_bag_011,17,0,0.0163
file_21_bag_011,18,0,0.0065
file_21_bag_011,19,0,0.0019
file_21_bag_011,20,0,0.0098
file_21_bag_011,21,0,0.0255
file_21_bag_011,22,0,0.0671
file_21_bag_011,23,0,0.0026
file_21_bag_011,24,0,0.0025
file_21_bag_011,25,0,0.0021
file_21_bag_011,26,0,0.0028
file_21_bag_011,27,0,0.0012
file_21_bag_011,28,0,0.003
file_21_bag_011,29,0,0.0177
file_21_bag_011,30,1,0.0205
file_21_bag_011,31,1,0.0011
file_21_bag_011,32,1,0.0012
file_21_bag_011,33,0,0.0055
file_21_bag_011,34,0,0.0146
file_21_bag_011,35,0,0.0144
file_21_bag_011,36,0,0.0162
file_21_bag_011,37,0,0.0143
file_21_bag_011,38,0,0.0031
file_21_bag_011,39,0,0.0019
file_21_bag_011,40,0,0.0014
file_21_bag_011,41,0,0.0033
file_21_bag_011,42,0,0.0042
file_21_bag_011,43,0,0.0054
file_21_bag_011,44,0,0.0134
file_21_bag_011,45,0,0.1508
file_21_bag_011,46,0,0.0014
file_21_bag_011,47,1,0.0025
file_21_bag_011,48,1,0.001
file_21_bag_011,49,1,0.0011
file_21_bag_011,50,1,0.0011
file_21_bag_011,51,1,0.0013
file_21_bag_011,52,0,0.0022
file_21_bag_011,53,1,0.0014
file_21_bag_011,54,1,0.001
file_21_bag_011,55,1,0.0012
file_21_bag_011,56,1,0.0034
file_21_bag_011,57,0,0.0016
file_21_bag_011,58,0,0.003
file_21_bag_011,59,0,0.0102
file_21_bag_012,0,0,0.0135
file_21_bag_012,1,0,0.0317
file_21_bag_012,2,0,0.0358
file_21_bag_012,3,0,0.0229
file_21_bag_012,4,0,0.0119
file_21_bag_012,5,0,0.0013
file_21_bag_012,6,0,0.0046
file_21_bag_012,7,0,0.0149
file_21_bag_012,8,1,0.0015
file_21_bag_012,9,1,0.0012
file_21_bag_012,10,0,0.0104
file_21_bag_012,11,0,0.0258
file_21_bag_012,12,1,0.0015
file_21_bag_012,13,0,0.0192
file_21_bag_012,14,1,0.0102
file_21_bag_012,15,0,0.0095
file_21_bag_012,16,0,0.0132
file_21_bag_012,17,0,0.0472
file_21_bag_012,18,0,0.0073
file_21_bag_012,19,0,0.0167
file_21_bag_012,20,0,0.0134
file_21_bag_012,21,0,0.0152
file_21_bag_012,22,0,0.0097
file_21_bag_012,23,0,0.0133
file_21_bag_012,24,0,0.0115
file_21_bag_012,25,0,0.0271
file_21_bag_012,26,0,0.0118
file_21_bag_012,27,0,0.0107
file_21_bag_012,28,0,0.024
file_21_bag_012,29,0,0.054
file_21_bag_012,30,0,0.01
file_21_bag_012,31,0,0.0267
file_21_bag_012,32,0,0.028
file_21_bag_012,33,0,0.0218
file_21_bag_012,34,0,0.014
file_21_bag_012,35,0,0.0148
file_21_bag_012,36,0,0.0099
file_21_bag_012,37,0,0.0141
file_21_bag_012,38,0,0.0019
file_21_bag_012,39,0,0.0057
file_21_bag_012,40,0,0.0062
file_21_bag_012,41,0,0.0023
file_21_bag_012,42,0,0.0222
file_21_bag_012,43,0,0.0127
file_21_bag_012,44,0,0.0211
file_21_bag_012,45,0,0.0135
file_21_bag_012,46,0,0.0159
file_21_bag_012,47,0,0.0704
file_21_bag_012,48,0,0.0165
file_21_bag_012,49,0,0.0233
file_21_bag_012,50,0,0.0066
file_21_bag_012,51,0,0.0105
file_21_bag_012,52,0,0.0082
file_21_bag_012,53,0,0.0098
file_21_bag_012,54,0,0.0268
file_21_bag_012,55,0,0.026
file_21_bag_012,56,0,0.0207
file_21_bag_012,57,0,0.0187
file_21_bag_012,58,0,0.0177
file_21_bag_012,59,0,0.0131
file_21_bag_013,0,0,0.0105
file_21_bag_013,1,0,0.0047
file_21_bag_013,2,0,0.0023
file_21_bag_013,3,0,0.0019
file_21_bag_013,4,0,0.0126
file_21_bag_013,5,0,0.0036
file_21_bag_013,6,0,0.0038
file_21_bag_013,7,1,0.0006
file_21_bag_013,8,1,0.0006
file_21_bag_013,9,0,0.0029
file_21_bag_013,10,0,0.0072
file_21_bag_013,11,0,0.0021
file_21_bag_013,12,0,0.0017
file_21_bag_013,13,0,0.0012
file_21_bag_013,14,0,0.0006
file_21_bag_013,15,0,0.0036
file_21_bag_013,16,1,0.0015
file_21_bag_013,17,1,0.0004
file_21_bag_013,18,1,0.0006
file_21_bag_013,19,1,0.0004
file_21_bag_013,20,0,0.002
file_21_bag_013,21,0,0.0038
file_21_bag_013,22,0,0.0054
file_21_bag_013,23,1,0.0005
file_21_bag_013,24,1,0.0004
file_21_bag_013,25,1,0.0004
file_21_bag_013,26,0,0.0039
file_21_bag_013,27,0,0.0051
file_21_bag_013,28,0,0.0016
file_21_bag_013,29,0,0.0027
file_21_bag_013,30,0,0.006
file_21_bag_013,31,0,0.012
file_21_bag_013,32,0,0.0028
file_21_bag_013,33,0,0.008
file_21_bag_013,34,0,0.0063
file_21_bag_013,35,1,0.0008
file_21_bag_013,36,1,0.0015
file_21_bag_013,37,0,0.0175
file_21_bag_013,38,0,0.0038
file_21_bag_013,39,0,0.0093
file_21_bag_013,40,0,0.0119
file_21_bag_013,41,0,0.0021
file_21_bag_013,42,0,0.0283
file_21_bag_013,43,0,0.005
file_21_bag_013,44,0,0.0005
file_21_bag_013,45,0,0.0005
file_21_bag_013,46,1,0.0004
file_21_bag_013,47,1,0.001
file_21_bag_013,48,1,0.0005
file_21_bag_013,49,1,0.0004
file_21_bag_013,50,1,0.0042
file_21_bag_013,51,0,0.0028
file_21_bag_013,52,0,0.0089
file_21_bag_013,53,0,0.0797
file_21_bag_013,54,0,0.0092
file_21_bag_013,55,1,0.0075
file_21_bag_013,56,0,0.6648
file_21_bag_013,57,0,0.0084
file_21_bag_013,58,0,0.0042
file_21_bag_013,59,0,0.0028
file_21_bag_014,0,0,0.0
file_21_bag_014,1,1,0.0
file_21_bag_014,2,1,0.0
file_21_bag_014,3,0,0.0
file_21_bag_014,4,0,0.0002
file_21_bag_014,5,0,0.0
file_21_bag_014,6,0,0.0
file_21_bag_014,7,0,0.0
file_21_bag_014,8,0,0.0002
file_21_bag_014,9,0,0.0002
file_21_bag_014,10,0,0.0008
file_21_bag_014,11,0,0.0
file_21_bag_014,12,0,0.0
file_21_bag_014,13,0,0.0
file_21_bag_014,14,0,0.0
file_21_bag_014,15,0,0.0
file_21_bag_014,16,0,0.0
file_21_bag_014,17,0,0.0
file_21_bag_014,18,0,0.0001
file_21_bag_014,19,0,0.0
file_21_bag_014,20,0,0.0002
file_21_bag_014,21,0,0.0
file_21_bag_014,22,0,0.0
file_21_bag_014,23,0,0.0
file_21_bag_014,24,0,0.0
file_21_bag_014,25,0,0.0
file_21_bag_014,26,0,0.0001
file_21_bag_014,27,0,0.0
file_21_bag_014,28,0,0.0
file_21_bag_014,29,0,0.0
file_21_bag_014,30,0,0.0
file_21_bag_014,31,0,0.0
file_21_bag_014,32,0,0.0
file_21_bag_014,33,0,0.0
file_21_bag_014,34,0,0.0205
file_21_bag_014,35,0,0.0172
file_21_bag_014,36,0,0.4668
file_21_bag_014,37,0,0.0629
file_21_bag_014,38,0,0.0004
file_21_bag_014,39,0,0.0
file_21_bag_014,40,0,0.0
file_21_bag_014,41,0,0.0
file_21_bag_014,42,0,0.0
file_21_bag_014,43,0,0.0
file_21_bag_014,44,0,0.0
file_21_bag_014,45,0,0.1247
file_21_bag_014,46,0,0.0215
file_21_bag_014,47,0,0.0266
file_21_bag_014,48,0,0.0089
file_21_bag_014,49,0,0.0364
file_21_bag_014,50,0,0.0133
file_21_bag_014,51,0,0.0259
file_21_bag_014,52,0,0.0048
file_21_bag_014,53,0,0.0295
file_21_bag_014,54,0,0.0674
file_21_bag_014,55,0,0.0286
file_21_bag_014,56,0,0.0169
file_21_bag_014,57,0,0.0074
file_21_bag_014,58,0,0.0125
file_21_bag_014,59,0,0.0054
file_21_bag_016,0,0,0.0243
file_21_bag_016,1,0,0.0533
file_21_bag_016,2,0,0.0001
file_21_bag_016,3,0,0.0001
file_21_bag_016,4,0,0.0014
file_21_bag_016,5,0,0.0001
file_21_bag_016,6,0,0.0017
file_21_bag_016,7,0,0.034
file_21_bag_016,8,0,0.0248
file_21_bag_016,9,0,0.0476
file_21_bag_016,10,0,0.0915
file_21_bag_016,11,0,0.0019
file_21_bag_016,12,0,0.0623
file_21_bag_016,13,0,0.0163
file_21_bag_016,14,0,0.002
file_21_bag_016,15,0,0.0509
file_21_bag_016,16,0,0.0249
file_21_bag_016,17,0,0.0537
file_21_bag_016,18,0,0.0391
file_21_bag_016,19,0,0.0708
file_21_bag_016,20,0,0.0476
file_21_bag_016,21,0,0.0065
file_21_bag_016,22,0,0.0109
file_21_bag_016,23,0,0.0151
file_21_bag_016,24,0,0.0339
file_21_bag_016,25,0,0.0009
file_21_bag_016,26,0,0.0068
file_21_bag_016,27,1,0.0004
file_21_bag_016,28,1,0.0001
file_21_bag_016,29,1,0.0001
file_21_bag_016,30,1,0.0001
file_21_bag_016,31,0,0.0256
file_21_bag_016,32,0,0.024
file_21_bag_016,33,0,0.0085
file_21_bag_016,34,0,0.0061
file_21_bag_016,35,0,0.0017
file_21_bag_016,36,0,0.0274
file_21_bag_016,37,0,0.0064
file_21_bag_016,38,0,0.0005
file_21_bag_016,39,0,0.0019
file_21_bag_016,40,0,0.0013
file_21_bag_016,41,0,0.0029
file_21_bag_016,42,0,0.032
file_21_bag_016,43,0,0.0006
file_21_bag_016,44,0,0.0002
file_21_bag_016,45,0,0.0001
file_21_bag_016,46,0,0.0001
file_21_bag_016,47,0,0.0001
file_21_bag_016,48,0,0.002
file_21_bag_016,49,0,0.0908
file_21_bag_016,50,0,0.0057
file_21_bag_016,51,0,0.0037
file_21_bag_016,52,0,0.0026
file_21_bag_016,53,0,0.0007
file_21_bag_016,54,0,0.0013
file_21_bag_016,55,0,0.0017
file_21_bag_016,56,0,0.0016
file_21_bag_016,57,0,0.0045
file_21_bag_016,58,0,0.014
file_21_bag_016,59,0,0.0087
file_21_bag_017,0,0,0.0112
file_21_bag_017,1,0,0.0291
file_21_bag_017,2,0,0.0052
file_21_bag_017,3,0,0.0567
file_21_bag_017,4,0,0.0126
file_21_bag_017,5,0,0.0089
file_21_bag_017,6,0,0.0014
file_21_bag_017,7,0,0.0003
file_21_bag_017,8,0,0.0012
file_21_bag_017,9,0,0.3905
file_21_bag_017,10,0,0.0085
file_21_bag_017,11,1,0.006
file_21_bag_017,12,1,0.0019
file_21_bag_017,13,0,0.0038
file_21_bag_017,14,0,0.0084
file_21_bag_017,15,0,0.0125
file_21_bag_017,16,0,0.0065
file_21_bag_017,17,0,0.0063
file_21_bag_017,18,0,0.0235
file_21_bag_017,19,0,0.0029
file_21_bag_017,20,0,0.018
file_21_bag_017,21,0,0.0138
file_21_bag_017,22,0,0.0079
file_21_bag_017,23,0,0.0024
file_21_bag_017,24,0,0.0274
file_21_bag_017,25,0,0.0033
file_21_bag_017,26,0,0.0111
file_21_bag_017,27,0,0.0016
file_21_bag_017,28,0,0.003
file_21_bag_017,29,0,0.0038
file_21_bag_017,30,0,0.0463
file_21_bag_017,31,0,0.001
file_21_bag_017,32,0,0.0353
file_21_bag_017,33,1,0.0003
file_21_bag_017,34,1,0.0009
file_21_bag_017,35,1,0.001
file_21_bag_017,36,1,0.0004
file_21_bag_017,37,0,0.002
file_21_bag_017,38,0,0.0138
file_21_bag_017,39,1,0.0005
file_21_bag_017,40,0,0.0026
file_21_bag_017,41,0,0.0023
file_21_bag_017,42,0,0.0018
file_21_bag_017,43,0,0.0034
file_21_bag_017,44,0,0.0153
file_21_bag_017,45,0,0.0019
file_21_bag_017,46,0,0.0041
file_21_bag_017,47,0,0.0036
file_21_bag_017,48,0,0.0079
file_21_bag_017,49,0,0.0024
file_21_bag_017,50,0,0.0004
file_21_bag_017,51,0,0.0004
file_21_bag_017,52,0,0.0032
file_21_bag_017,53,0,0.0011
file_21_bag_017,54,0,0.0014
file_21_bag_017,55,0,0.0258
file_21_bag_017,56,0,0.1186
file_21_bag_017,57,0,0.0018
file_21_bag_017,58,0,0.0051
file_21_bag_017,59,0,0.0053
file_21_bag_020,0,0,0.0005
file_21_bag_020,1,0,0.0001
file_21_bag_020,2,0,0.0017
file_21_bag_020,3,0,0.0023
file_21_bag_020,4,1,0.0
file_21_bag_020,5,1,0.0
file_21_bag_020,6,0,0.0001
file_21_bag_020,7,0,0.0
file_21_bag_020,8,0,0.0001
file_21_bag_020,9,0,0.0
file_21_bag_020,10,0,0.0
file_21_bag_020,11,0,0.0035
file_21_bag_020,12,0,0.0001
file_21_bag_020,13,0,0.0
file_21_bag_020,14,0,0.0
file_21_bag_020,15,0,0.0
file_21_bag_020,16,0,0.0
file_21_bag_020,17,0,0.0001
file_21_bag_020,18,0,0.0
file_21_bag_020,19,0,0.0
file_21_bag_020,20,0,0.0
file_21_bag_020,21,0,0.0
file_21_bag_020,22,0,0.0
file_21_bag_020,23,0,0.0
file_21_bag_020,24,0,0.0
file_21_bag_020,25,0,0.0
file_21_bag_020,26,0,0.0
file_21_bag_020,27,0,0.0001
file_21_bag_020,28,0,0.0126
file_21_bag_020,29,0,0.0066
file_21_bag_020,30,0,0.0024
file_21_bag_020,31,0,0.3111
file_21_bag_020,32,0,0.1517
file_21_bag_020,33,0,0.3762
file_21_bag_020,34,0,0.0036
file_21_bag_020,35,0,0.0043
file_21_bag_020,36,0,0.0029
file_21_bag_020,37,0,0.0057
file_21_bag_020,38,0,0.0041
file_21_bag_020,39,0,0.0044
file_21_bag_020,40,0,0.0075
file_21_bag_020,41,0,0.002
file_21_bag_020,42,0,0.0066
file_21_bag_020,43,0,0.0054
file_21_bag_020,44,0,0.0052
file_21_bag_020,45,0,0.005
file_21_bag_020,46,0,0.005
file_21_bag_020,47,0,0.0061
file_21_bag_020,48,0,0.0083
file_21_bag_020,49,0,0.0051
file_21_bag_020,50,0,0.0044
file_21_bag_020,51,0,0.005
file_21_bag_020,52,0,0.0058
file_21_bag_020,53,0,0.0046
file_21_bag_020,54,0,0.0031
file_21_bag_020,55,0,0.0034
file_21_bag_020,56,0,0.0026
file_21_bag_020,57,0,0.0034
file_21_bag_020,58,0,0.013
file_21_bag_020,59,0,0.0041
file_21_bag_021,0,0,0.0223
file_21_bag_021,1,0,0.0015
file_21_bag_021,2,0,0.0056
file_21_bag_021,3,0,0.126
file_21_bag_021,4,0,0.0044
